,book_id,rating_count,rating_mean,ISBN,book_title,book_author,year_of_publication,publisher,image
120741,120801,1,10.0,0385040199,Anne Frank: The Diary of a Young Girl,Anne Frank,1967,Doubleday Books,http://images.amazon.com/images/P/0385040199.01.THUMBZZZ.jpg
120807,120867,1,10.0,0553379003,Calling the Circle : The First and Future Culture,CHRISTINA BALDWIN,1998,Bantam,http://images.amazon.com/images/P/0553379003.01.THUMBZZZ.jpg
120808,120868,3,10.0,1577311922,The Seven Whispers: Listening to the Voice of Spirit,Christina Baldwin,2002,New World Library,http://images.amazon.com/images/P/1577311922.01.THUMBZZZ.jpg
120846,120906,1,10.0,9707012315,Una Aventura Inteligente: Las Seis Inteligencias del Hombre,Guillermo van Wielink,2002,Miguel Angel Porrua,http://images.amazon.com/images/P/9707012315.01.THUMBZZZ.jpg
120920,120980,1,10.0,0140441905,Effi Briest (Classics S.),Theordor Fontane,1967,Penguin Books,http://images.amazon.com/images/P/0140441905.01.THUMBZZZ.jpg
120939,120999,1,10.0,0140310657,The TV Kid (Puffin Books),Betsy Byars,1979,Puffin Books,http://images.amazon.com/images/P/0140310657.01.THUMBZZZ.jpg
120948,121008,1,10.0,0970693605,God Lives One Floor Above the Penthouse,Vicki Lawrence,2001,Going OM,http://images.amazon.com/images/P/0970693605.01.THUMBZZZ.jpg
120987,121047,1,10.0,0786810564,Something Queer at the Scary Movie,Elizabeth Levy,1995,Disney Pr,http://images.amazon.com/images/P/0786810564.01.THUMBZZZ.jpg
121020,121080,1,10.0,0195116631,Microelectronic Circuits (Oxford Series in Electrical Engineering),Adel S. Sedra,1997,Oxford University Press,http://images.amazon.com/images/P/0195116631.01.THUMBZZZ.jpg
121021,121081,1,10.0,0471154962,Advanced Engineering Mathematics,Erwin  Kreyszig,1998,Wiley Text Books,http://images.amazon.com/images/P/0471154962.01.THUMBZZZ.jpg
121088,121148,1,10.0,0864923732,"Saint John Fortifications, 1630-1956 (New Brunswick Military Heritage Series)",Roger Sarty,2004,Goose Lane Editions,http://images.amazon.com/images/P/0864923732.01.THUMBZZZ.jpg
121113,121173,1,10.0,0836230175,Dogs (Andrews and Mcmeel Gift Books),Armand Eisen,1992,Andrews McMeel Publishing,http://images.amazon.com/images/P/0836230175.01.THUMBZZZ.jpg
121114,121174,1,10.0,0836210581,Affirmations,Cathy Guisewite,1996,Andrews McMeel Publishing,http://images.amazon.com/images/P/0836210581.01.THUMBZZZ.jpg
121121,121181,1,10.0,0385487290,Up from Slavery: And Other Early Black Narratives (New York Public Library Collector's Edition),Booker T. Washington,1998,Doubleday Books,http://images.amazon.com/images/P/0385487290.01.THUMBZZZ.jpg
121122,121182,1,10.0,0385487266,Mansfield Park (New York Public Library Collectors Editions),Jane Austen,1997,Doubleday Books,http://images.amazon.com/images/P/0385487266.01.THUMBZZZ.jpg
121135,121195,1,10.0,0802042813,Canada's Navy: The First Century (General Interest),Marc Milner,1999,University of Toronto Press,http://images.amazon.com/images/P/0802042813.01.THUMBZZZ.jpg
121203,121263,1,10.0,1894294432,Between Sea and Sky: Strange and Unique Stories of the Sea from the Shipping Files of Robert C. Parsons,Robert Parsons,2002,Creative Book Publishing,http://images.amazon.com/images/P/1894294432.01.THUMBZZZ.jpg
121209,121269,1,10.0,1550024051,Second to None: The Fighting 58th Battalion of the Canadian Expeditionary Force,Kevin R. Shackleton,2002,Dundurn Press,http://images.amazon.com/images/P/1550024051.01.THUMBZZZ.jpg
121212,121272,1,10.0,0752220357,Hood and Bismarck,David Mearns,2002,Channel 4,http://images.amazon.com/images/P/0752220357.01.THUMBZZZ.jpg
121348,121408,2,10.0,0553507206,Nursery Rhymes for Cats,Julie Hope,1998,Transworld Publishers Limited,http://images.amazon.com/images/P/0553507206.01.THUMBZZZ.jpg
121440,121500,1,10.0,093394411X,Mordecai of Monterey,Keith Abbott,1985,City Miner Books,http://images.amazon.com/images/P/093394411X.01.THUMBZZZ.jpg
122314,122374,1,10.0,087923816X,A Warning to the Curious: Ghost Stories,M.R. James,1995,David R. Godine Publisher,http://images.amazon.com/images/P/087923816X.01.THUMBZZZ.jpg
122326,122386,1,10.0,0440197767,Who Fears the Devil,Manly Wade Wellman,1980,Dell Publishing,http://images.amazon.com/images/P/0440197767.01.THUMBZZZ.jpg
122393,122453,1,10.0,0020195508,ESSENTIAL C.S. LEWIS,C.S. Lewis,1988,Scribner Paper Fiction,http://images.amazon.com/images/P/0020195508.01.THUMBZZZ.jpg
122633,122693,1,10.0,0345444302,Color: A Natural History of the Palette,VICTORIA FINLAY,2003,Ballantine Books,http://images.amazon.com/images/P/0345444302.01.THUMBZZZ.jpg
122675,122735,1,10.0,0816308446,The Great Controversy,E. G. White,1950,Pacific Press Publishing Association,http://images.amazon.com/images/P/0816308446.01.THUMBZZZ.jpg
122728,122788,1,10.0,0609805584,Uncovering Clinton: A Reporter's Story,Michael Isikoff,2000,Three Rivers Press (CA),http://images.amazon.com/images/P/0609805584.01.THUMBZZZ.jpg
122738,122798,1,10.0,1889901199,"Deep Six: A Novel of Life, Death, Deception, and Betrayal",Donna M. Dean,2001,Palo Alto Books,http://images.amazon.com/images/P/1889901199.01.THUMBZZZ.jpg
122745,122805,1,10.0,1558493328,"Vietnam and Other American Fantasies (Culture, Politics, and the Cold War)",H. Bruce Franklin,2001,University of Massachusetts Press,http://images.amazon.com/images/P/1558493328.01.THUMBZZZ.jpg
122752,122812,1,10.0,0849935164,Let's Hide the Word,Gloria Gaither,1995,W Publishing Group,http://images.amazon.com/images/P/0849935164.01.THUMBZZZ.jpg
122766,122826,3,10.0,1929462379,"Bug, Witch and the Robot",Pete Abrams,2001,Plan Nine Pub,http://images.amazon.com/images/P/1929462379.01.THUMBZZZ.jpg
122768,122828,1,10.0,0770421318,Anne of Avonlea,Ian Montgomery,1984,Bantam Books,http://images.amazon.com/images/P/0770421318.01.THUMBZZZ.jpg
122770,122830,3,10.0,1929462239,"Sluggy Freelance: Yippy Skippy, the Evil! (Book 5)",Pete Abrams,2001,Plan Nine Pub,http://images.amazon.com/images/P/1929462239.01.THUMBZZZ.jpg
122788,122848,1,10.0,0786853611,"FamilyFun Boredom Busters:  365 Games, Crafts &amp; Activities For Every Day of the Year",Deanna F. Cook,2002,Disney Editions,http://images.amazon.com/images/P/0786853611.01.THUMBZZZ.jpg
122801,122861,1,10.0,0890810737,How Can I Be Sure: A Pre Marriage Inventory,Bob Phillips,1978,Harvest House Publishers,http://images.amazon.com/images/P/0890810737.01.THUMBZZZ.jpg
122825,122885,1,10.0,1586600532,101 Safe Internet Sites for Kids,Christopher D. Hudson,2001,Barbour Pub Inc,http://images.amazon.com/images/P/1586600532.01.THUMBZZZ.jpg
122848,122908,1,10.0,0445205164,Dawn,Octavia E. Butler,1988,Warner Books,http://images.amazon.com/images/P/0445205164.01.THUMBZZZ.jpg
123003,123063,1,10.0,0590300547,Peter Pan,James M. Barrie,1978,Scholastic,http://images.amazon.com/images/P/0590300547.01.THUMBZZZ.jpg
123108,123168,1,10.0,0399127933,No More Hot Flashes and Other Good News,Penny Wise Budoff,1983,Putnam Pub Group,http://images.amazon.com/images/P/0399127933.01.THUMBZZZ.jpg
123135,123195,2,10.0,1579213081,My Grandma's Angels,Leah Beck,2000,Wine Press Publishing,http://images.amazon.com/images/P/1579213081.01.THUMBZZZ.jpg
123147,123207,1,10.0,0670845035,The Walrus &amp; the Carpenter: Another Pop-Up Rhyme from Through the Looking Glass,Nick Bnatock,1992,Penguin USA,http://images.amazon.com/images/P/0670845035.01.THUMBZZZ.jpg
123150,123210,1,10.0,0007113323,Collins Bird Guide,Lars Svensson,2001,Collins,http://images.amazon.com/images/P/0007113323.01.THUMBZZZ.jpg
123152,123212,1,10.0,0861248619,The Rainforest,D'Arcy Richardson,1997,Ramboro Books PLC,http://images.amazon.com/images/P/0861248619.01.THUMBZZZ.jpg
123171,123231,1,10.0,0812930029,The Curious New Yorker: 329 Fascinating Questions and Surprising Answers About New York City,Andrea Kannapell,1999,Three Rivers Press (CA),http://images.amazon.com/images/P/0812930029.01.THUMBZZZ.jpg
123208,123268,1,10.0,0878574808,The Practical Encyclopedia of Natural Healing,Mark Bricklin,1983,Daedalus Books,http://images.amazon.com/images/P/0878574808.01.THUMBZZZ.jpg
123224,123284,2,10.0,037328957X,Emily'S Captain  (March Madness) (Harlequin Historical),Shari Anton,1997,Harlequin,http://images.amazon.com/images/P/037328957X.01.THUMBZZZ.jpg
123244,123304,1,10.0,0373980035,"Toughing It Out (Crosswinds, No 3)",Joan Oppenheimer,1987,Harlequin,http://images.amazon.com/images/P/0373980035.01.THUMBZZZ.jpg
123254,123314,1,10.0,0964156849,Marijuana Myths Marijuana Facts: A Review Of The Scientific Evidence,Lynn Zimmer,1997,Lindesmith Center,http://images.amazon.com/images/P/0964156849.01.THUMBZZZ.jpg
123258,123318,1,10.0,0852028415,The Which? Hotel Guide (Which? Regular Guides),Patricia Yates,2000,Which? Books,http://images.amazon.com/images/P/0852028415.01.THUMBZZZ.jpg
123259,123319,1,10.0,0590412930,A Christmas Carol,Charles Dickens,1988,Scholastic,http://images.amazon.com/images/P/0590412930.01.THUMBZZZ.jpg
123278,123338,1,10.0,3895082503,"Sixty Years of Photojournalism: 60 Years of Photojournalism/English, French, &amp; German",Hendrik Neubauer,1997,Konemann,http://images.amazon.com/images/P/3895082503.01.THUMBZZZ.jpg
123315,123375,1,10.0,053107031X,Shoes from Grandpa,Mem Fox,1992,Orchard Books (NY),http://images.amazon.com/images/P/053107031X.01.THUMBZZZ.jpg
123362,123422,1,10.0,0070524157,Oscillator Design and Computer Simulation,Randall W. Rhea,1996,McGraw-Hill Professional Publishing,http://images.amazon.com/images/P/0070524157.01.THUMBZZZ.jpg
123363,123423,1,10.0,0830613935,Radio Communications Receivers,Cornell Drentea,1982,McGraw-Hill,http://images.amazon.com/images/P/0830613935.01.THUMBZZZ.jpg
123443,123504,1,10.0,0785807233,Two Suns Rising: A Collection of Sacred Writings,J. Star,1996,Book Sales,http://images.amazon.com/images/P/0785807233.01.THUMBZZZ.jpg
123445,123506,1,10.0,0060604530,The Soul of Rumi: A New Collection of Ecstatic Poems,Coleman Barks,2001,Harper SanFrancisco,http://images.amazon.com/images/P/0060604530.01.THUMBZZZ.jpg
123556,123617,1,10.0,0681924217,The Ultimate Encyclopedia of Horse Breeds &amp; Horse Care,Judith Draper,2004,Anness Publ.- Hermes House,http://images.amazon.com/images/P/0681924217.01.THUMBZZZ.jpg
123643,123704,1,10.0,0960356657,"Idaho Loners; Hermits, Solitaires, and Individualists",Cort Conley,1994,Backeddy Books,http://images.amazon.com/images/P/0960356657.01.THUMBZZZ.jpg
123777,123838,1,10.0,0849935040,A Medical and Spiritual Guide to Living With Cancer: A Complete Handbook for Patients and Their Families,"William A., M.D. Fintel",1993,Thomas Nelson Inc,http://images.amazon.com/images/P/0849935040.01.THUMBZZZ.jpg
123788,123849,2,10.0,0525446176,Baby's World: A First Picture Catalog,Stephen Shott,1990,Dutton Books,http://images.amazon.com/images/P/0525446176.01.THUMBZZZ.jpg
123789,123850,1,10.0,0312969295,Viagra the Potency Promise: The Potency Promise,Larry Katzenstein,1998,St. Martin's Press,http://images.amazon.com/images/P/0312969295.01.THUMBZZZ.jpg
123791,123852,1,10.0,0140290729,Wicca for Lovers: Spells and Rituals for Romance and Seduction,Jennifer Hunter,2001,Viking Studio,http://images.amazon.com/images/P/0140290729.01.THUMBZZZ.jpg
123811,123872,2,10.0,0785811249,Natural Cat Care: A Complete Guide to Holistic Health Care for Cats,"Celeste, Ph.D. Yarnall",2000,Book Sales,http://images.amazon.com/images/P/0785811249.01.THUMBZZZ.jpg
123872,123933,1,10.0,0399516263,The Art of Cartooning,Jack Markow,1990,Perigee Books,http://images.amazon.com/images/P/0399516263.01.THUMBZZZ.jpg
123875,123936,1,10.0,0688062881,Sketching Outdoors in Autumn,Jim Arnosky,1988,Harpercollins Juvenile Books,http://images.amazon.com/images/P/0688062881.01.THUMBZZZ.jpg
123893,123954,1,10.0,1593301235,"Growing Up Irish Catholic, and Surviving My Mom's Eleven Sisters",Pat Carey,2003,Aventine Press,http://images.amazon.com/images/P/1593301235.01.THUMBZZZ.jpg
123921,123982,1,10.0,0671462148,Inferno,Larry Niven,1982,Pocket,http://images.amazon.com/images/P/0671462148.01.THUMBZZZ.jpg
123944,124019,1,10.0,0873373235,The Copyright Handbook: How to Protect and Use Written Works (3rd ed.),Stephen Fishman,1996,Nolo.Com,http://images.amazon.com/images/P/0873373235.01.THUMBZZZ.jpg
124086,124164,1,10.0,1565076869,Love to Love You: Creating Romantic Moments Together,Bill Farrel,1997,Harvest House Publishers,http://images.amazon.com/images/P/1565076869.01.THUMBZZZ.jpg
124170,124248,1,10.0,0595163769,How it Really Was,Pat Gray,2001,Writers Club Press,http://images.amazon.com/images/P/0595163769.01.THUMBZZZ.jpg
124201,124279,1,10.0,840101512X,Ciudad De Las Bestias,Isabel Allende,0,Plaza &amp; Janes Editor,http://images.amazon.com/images/P/840101512X.01.THUMBZZZ.jpg
124202,124280,1,10.0,8420614904,El Cine,Antonin Artaud,1997,Alianza,http://images.amazon.com/images/P/8420614904.01.THUMBZZZ.jpg
124204,124282,1,10.0,8466306544,La piel del cielo,Elena Poniatowska,2002,Alfaguara/Santillana USA,http://images.amazon.com/images/P/8466306544.01.THUMBZZZ.jpg
124205,124283,1,10.0,0330485970,New Writing 11: Volume 11,Andrew O'Hagan,2002,Pan Macmillan,http://images.amazon.com/images/P/0330485970.01.THUMBZZZ.jpg
124214,124292,1,10.0,9500362643,El Principe (Intemporales),Nicolas Maquiavelo,1998,Oceano De Mexico,http://images.amazon.com/images/P/9500362643.01.THUMBZZZ.jpg
124259,124337,1,10.0,0312852363,Slan,A. E. Van Vogt,1998,Orb Books,http://images.amazon.com/images/P/0312852363.01.THUMBZZZ.jpg
124350,124428,1,10.0,1899006036,Devil Girls,Ed Wood,1995,Gorse,http://images.amazon.com/images/P/1899006036.01.THUMBZZZ.jpg
124354,124432,1,10.0,1579652158,Shooting Under Fire: The World of the War Photographer,Peter Howe,2002,Artisan Publishers,http://images.amazon.com/images/P/1579652158.01.THUMBZZZ.jpg
124355,124433,1,10.0,1740598741,One Planet: See It for Yourself (Armchair Reading),Lonely Planet,2003,Lonely Planet Publications,http://images.amazon.com/images/P/1740598741.01.THUMBZZZ.jpg
124359,124437,1,10.0,0394757882,The Plays of Oscar Wilde,Oscar Wilde,1988,Vintage Books USA,http://images.amazon.com/images/P/0394757882.01.THUMBZZZ.jpg
124371,124449,1,10.0,0140157611,Ireland Today,Gemma Hussey,1995,Penguin Books Ltd,http://images.amazon.com/images/P/0140157611.01.THUMBZZZ.jpg
124381,124459,1,10.0,0595233546,The Vigilante God,Paul R. Meredith,2002,Writers Club Press,http://images.amazon.com/images/P/0595233546.01.THUMBZZZ.jpg
124449,124527,1,10.0,0930014251,Killing Giants Pulling Thorns,Charles Swindoll,1980,Multnomah@ Press,http://images.amazon.com/images/P/0930014251.01.THUMBZZZ.jpg
124464,124542,1,10.0,0385123183,Small Blessings,Celestine Sibley,1977,Bantam Dell Pub Group,http://images.amazon.com/images/P/0385123183.01.THUMBZZZ.jpg
124476,124554,1,10.0,0030494265,To God alone the glory: A story about Johann Sebastian Bach (Christian heroes),Catherine Podojil,1979,Winston Press,http://images.amazon.com/images/P/0030494265.01.THUMBZZZ.jpg
124486,124564,1,10.0,0030416515,Wilfred's Hospital Ship: Wilfred Grenfell (Stories about Christian Heroes),Dolores Ready,1979,Harper San Francisco,http://images.amazon.com/images/P/0030416515.01.THUMBZZZ.jpg
124620,124698,1,10.0,1557509220,Iwo,Richard Wheeler,1994,Naval Institute Press,http://images.amazon.com/images/P/1557509220.01.THUMBZZZ.jpg
124629,124707,1,10.0,1878591533,Golfing in Oregon,Mac Productions,2000,Mac Productions,http://images.amazon.com/images/P/1878591533.01.THUMBZZZ.jpg
124671,124749,1,10.0,1590861841,Land of the Living,Nicci French,2003,Brilliance Audio,http://images.amazon.com/images/P/1590861841.01.THUMBZZZ.jpg
124716,124794,1,10.0,0744560837,Turtle Quest (Gamebooks),Piers Harper,1998,Walker Books,http://images.amazon.com/images/P/0744560837.01.THUMBZZZ.jpg
124717,124795,1,10.0,0552527483,The Little Dragon Nips Out (A by Myself Book),Ann Jungman,1993,Random House Children's Books (A Division of Random House Group),http://images.amazon.com/images/P/0552527483.01.THUMBZZZ.jpg
124780,124858,1,10.0,0671430254,HOORAY FOR YIDDISH,Leo Calvin Rosten,1982,Simon &amp; Schuster,http://images.amazon.com/images/P/0671430254.01.THUMBZZZ.jpg
124790,124868,1,10.0,0375411410,National Audubon Society Guide to Marine Mammals of the World (National Audubon Society Field Guide Series.),Pieter Folkens,2002,Alfred A. Knopf,http://images.amazon.com/images/P/0375411410.01.THUMBZZZ.jpg
124792,124870,1,10.0,0471282774,Insect Lives : Stories of Mystery and Romance from a Hidden World,Erich  Hoyt,1999,Wiley,http://images.amazon.com/images/P/0471282774.01.THUMBZZZ.jpg
124794,124872,1,10.0,0684866080,Eye of the Whale : Epic Passage from Baja to Siberia,Dick Russell,2001,Simon &amp; Schuster,http://images.amazon.com/images/P/0684866080.01.THUMBZZZ.jpg
124838,124916,1,10.0,0028604792,Baedeker: Scotland (1st ed),Printing,1996,Macmillan General Reference,http://images.amazon.com/images/P/0028604792.01.THUMBZZZ.jpg
124847,124925,1,10.0,0879521457,Wissenschaft Und Gesundheit : Science and Health (Bilingual Edition - English German),Mary Baker Eddy,1997,Writings of Mary Baker Eddy,http://images.amazon.com/images/P/0879521457.01.THUMBZZZ.jpg
124929,125007,1,10.0,0071378227,Darwin In the Genome: Molecular Strategies in Biological Evolution,Lynn  Caporale,2002,McGraw-Hill/Contemporary Books,http://images.amazon.com/images/P/0071378227.01.THUMBZZZ.jpg
124936,125014,1,10.0,0312930356,The Dark Descent,David G. Hartwell,1987,Tor Books,http://images.amazon.com/images/P/0312930356.01.THUMBZZZ.jpg
124982,125060,1,10.0,0899199062,Julian's House,Judith Hawkes,1989,Houghton Mifflin,http://images.amazon.com/images/P/0899199062.01.THUMBZZZ.jpg
124989,125067,1,10.0,0972553606,Your Life As Art,Robert Fritz,2002,Newfane Press,http://images.amazon.com/images/P/0972553606.01.THUMBZZZ.jpg
124993,125071,1,10.0,089919916X,Secret Correspondence,Marcia Golub,1990,Houghton Mifflin,http://images.amazon.com/images/P/089919916X.01.THUMBZZZ.jpg
125087,125165,1,10.0,0312115695,The Rape of the Lock: A Cultural Edition (Bedford Cultural Editions),Pope,1998,Bedford Books,http://images.amazon.com/images/P/0312115695.01.THUMBZZZ.jpg
125100,125178,1,10.0,711900557X,"The pocket interpreter, Chinese",Lydia Chen,1988,Foreign Languages Press,http://images.amazon.com/images/P/711900557X.01.THUMBZZZ.jpg
125167,125246,1,10.0,342307986X,Es Klopft Bei Wanja in Der Nacht : Eine Geschichte in Versen,Tilde Michels,0,Deutscher Taschenbuch Verlag (DTV),http://images.amazon.com/images/P/342307986X.01.THUMBZZZ.jpg
125168,125247,1,10.0,3257006837,"Guten Tag, kleines Schweinchen.",Janosch,1987,Diogenes,http://images.amazon.com/images/P/3257006837.01.THUMBZZZ.jpg
125169,125248,1,10.0,340779195X,fÃ?Â¼nfter sein,Ernst Jandl,2001,Beltz,http://images.amazon.com/images/P/340779195X.01.THUMBZZZ.jpg
125170,125249,1,10.0,3401051415,Peterchens Mondfahrt. ( Ab 4 J.).,Gerdt von Bassewitz,2000,Arena,http://images.amazon.com/images/P/3401051415.01.THUMBZZZ.jpg
125172,125251,1,10.0,3473343900,Lies mir was vor. Die schÃ?Â¶nsten 1 - 2 - 3 Minutengeschichten. ( Ab 4 J.).,Manfred Mai,2001,Ravensburger Buchverlag,http://images.amazon.com/images/P/3473343900.01.THUMBZZZ.jpg
125173,125252,1,10.0,3446200363,"Guten Morgen, Karlchen.",Rotraut Susanne Berner,2001,Carl Hanser Verlag,http://images.amazon.com/images/P/3446200363.01.THUMBZZZ.jpg
125177,125256,1,10.0,3522434153,MausemÃ?Â¤rchen / Riesengeschichte. Sonderausgabe.,Annegert Fuchshuber,2002,Thienemann Verlag,http://images.amazon.com/images/P/3522434153.01.THUMBZZZ.jpg
125180,125259,1,10.0,3314003161,"Kleiner Eisbar, Komm Bald Wieder! Ahoy There Little Polar Bear",Hans De Beer,1992,Nord-Sud Verlag,http://images.amazon.com/images/P/3314003161.01.THUMBZZZ.jpg
125181,125260,1,10.0,1857074092,Pop-up Puffins: My Friends (Pop-up Puffins),Mary Murphy,1998,Tango Books,http://images.amazon.com/images/P/1857074092.01.THUMBZZZ.jpg
125186,125265,1,10.0,3491420059,Mein Esel Benjamin. ( Ab 2 J.).,Lennart Osbeck,2002,SauerlÃ?Â¤nder,http://images.amazon.com/images/P/3491420059.01.THUMBZZZ.jpg
125188,125267,1,10.0,0307121240,Who Am I (Golden Sturdy Book),Normand Chartier,1978,Golden Press,http://images.amazon.com/images/P/0307121240.01.THUMBZZZ.jpg
125189,125268,1,10.0,0152013318,Big Fat Hen,Keith Baker,1997,Red Wagon Books,http://images.amazon.com/images/P/0152013318.01.THUMBZZZ.jpg
125190,125269,1,10.0,0786808411,Baby Einstein: Jane's Animal Expedition (Baby Einstein),Julie Aigner-Clark,2002,Baby Einstein Company,http://images.amazon.com/images/P/0786808411.01.THUMBZZZ.jpg
125191,125270,1,10.0,3446197745,Klopf an.,Anna-Clara Tidholm,1999,Carl Hanser,http://images.amazon.com/images/P/3446197745.01.THUMBZZZ.jpg
125192,125271,1,10.0,378916173X,Armer Pettersson.,Sven Nordqvist,1988,Oetinger Verlag,http://images.amazon.com/images/P/378916173X.01.THUMBZZZ.jpg
125195,125274,1,10.0,1573453994,The Forgotten Carols: A Christmas Story and Songs,Michael McLean,1998,Deseret Book Company,http://images.amazon.com/images/P/1573453994.01.THUMBZZZ.jpg
125205,125284,1,10.0,0967786800,Rumors of War,Peggy Tibbetts,2000,Lunatic Fringe Publishing,http://images.amazon.com/images/P/0967786800.01.THUMBZZZ.jpg
125210,125289,1,10.0,084992989X,The Jesus Style (With Built-in Study Guide),Gayle D. Erwin,1988,Thomas Nelson Inc,http://images.amazon.com/images/P/084992989X.01.THUMBZZZ.jpg
125213,125292,1,10.0,1401003958,Marrano,P. E. Jeffe,2001,Xlibris Corporation,http://images.amazon.com/images/P/1401003958.01.THUMBZZZ.jpg
125217,125296,1,10.0,067176781X,"Bohemia: Where Art, Angst, Love, and Strong Coffee Meet",Herbert Gold,1993,Simon &amp; Schuster,http://images.amazon.com/images/P/067176781X.01.THUMBZZZ.jpg
125228,125307,1,10.0,325706134X,Vendetta. Commissario Brunettis vierter Fall.,Donna Leon,1997,Diogenes,http://images.amazon.com/images/P/325706134X.01.THUMBZZZ.jpg
125230,125309,1,10.0,3423242213,Warten.,Ha Jin,2000,Dtv,http://images.amazon.com/images/P/3423242213.01.THUMBZZZ.jpg
125233,125312,1,10.0,3502145229,10 Gebote fÃ?Â¼r anspruchsvolle Frauen.,Ursula Nuber,2001,Scherz,http://images.amazon.com/images/P/3502145229.01.THUMBZZZ.jpg
125255,125334,1,10.0,0960836071,Tissue Cleansing Through Bowel Management,Bernard Jensen,1981,Bernard Jensen Publisher,http://images.amazon.com/images/P/0960836071.01.THUMBZZZ.jpg
125256,125335,2,10.0,1885394179,The Little Mermaid,H. C. Andersen,1996,Amber Lotus,http://images.amazon.com/images/P/1885394179.01.THUMBZZZ.jpg
125257,125336,1,10.0,9065520341,Motherhood,Sulamith Wulfing,1996,Sulamith Wulfing,http://images.amazon.com/images/P/9065520341.01.THUMBZZZ.jpg
125258,125337,1,10.0,1885394578,Nature Spirits,Sulamith Wulfing,2002,Amber Lotus,http://images.amazon.com/images/P/1885394578.01.THUMBZZZ.jpg
125303,125382,1,10.0,1883577039,Zen of Code Optimization: The Ultimate Guide to Writing Software That Pushes PCs to the Limit,Michael Abrash,1994,Coriolis Group Books,http://images.amazon.com/images/P/1883577039.01.THUMBZZZ.jpg
125328,125407,1,10.0,8401491061,Si Hubiera UN Manana/If Tomorrow Comes,Sidney Sheldon,1985,Lectorum Pubns (J),http://images.amazon.com/images/P/8401491061.01.THUMBZZZ.jpg
125334,125413,1,10.0,8440676093,"Jurado, El",John Grisham,1998,Ediciones B,http://images.amazon.com/images/P/8440676093.01.THUMBZZZ.jpg
125348,125427,1,10.0,1567140866,Strange Forces 3 (Strange Matter),Marty M. Engle,1997,Frontline Publications,http://images.amazon.com/images/P/1567140866.01.THUMBZZZ.jpg
125420,125499,1,10.0,0451460022,Rite Of Conquest,Judith Tarr,2004,Roc,http://images.amazon.com/images/P/0451460022.01.THUMBZZZ.jpg
125421,125500,1,10.0,0312878834,Elegy for a Lost Star (The Symphony of Ages),Elizabeth Haydon,2004,Tor Books,http://images.amazon.com/images/P/0312878834.01.THUMBZZZ.jpg
125422,125501,1,10.0,0060514124,A Scandal to Remember,Linda Needham,2004,Avon,http://images.amazon.com/images/P/0060514124.01.THUMBZZZ.jpg
125423,125502,1,10.0,006009298X,Temptation of a Proper Governess,Cathy Maxwell,2004,Avon,http://images.amazon.com/images/P/006009298X.01.THUMBZZZ.jpg
125424,125503,1,10.0,0060536713,Love and the Single Heiress,Jacquie D'Alessandro,2004,Avon,http://images.amazon.com/images/P/0060536713.01.THUMBZZZ.jpg
125425,125504,1,10.0,0743244559,Dating Games : A Novel,RM Johnson,2003,Simon &amp; Schuster,http://images.amazon.com/images/P/0743244559.01.THUMBZZZ.jpg
125426,125505,1,10.0,0345447581,Marque and Reprisal,ELIZABETH MOON,2004,Del Rey,http://images.amazon.com/images/P/0345447581.01.THUMBZZZ.jpg
125429,125508,1,10.0,1851706119,Le Morte Darthur,Thomas Malory,1955,Heritage Press,http://images.amazon.com/images/P/1851706119.01.THUMBZZZ.jpg
125430,125509,1,10.0,0312326955,The Wind Off the Sea: A Novel of the Women Who Prevailed After WWII,Charlotte Bingham,2004,Thomas Dunne Books,http://images.amazon.com/images/P/0312326955.01.THUMBZZZ.jpg
125431,125510,1,10.0,0765309505,Parting the Veil,Jay Davis,2004,Forge Books,http://images.amazon.com/images/P/0765309505.01.THUMBZZZ.jpg
125433,125512,1,10.0,042519714X,Through The Grinder,Cleo Coyle,2004,Berkley Publishing Group,http://images.amazon.com/images/P/042519714X.01.THUMBZZZ.jpg
125434,125513,1,10.0,0765306913,Crisscross : A Repairman Jack Novel (Repairman Jack),F. Paul Wilson,2004,Forge Books,http://images.amazon.com/images/P/0765306913.01.THUMBZZZ.jpg
125435,125514,1,10.0,0743454405,The Rivals (A Bitter Creek Novel),Joan Johnston,2004,Pocket,http://images.amazon.com/images/P/0743454405.01.THUMBZZZ.jpg
125436,125515,1,10.0,0525421750,Walls are to be walked,Nathan Zimelman,1977,Dutton,http://images.amazon.com/images/P/0525421750.01.THUMBZZZ.jpg
125437,125516,1,10.0,0843954493,Wishes On Water,Dana George,2004,Leisure Books,http://images.amazon.com/images/P/0843954493.01.THUMBZZZ.jpg
125438,125517,1,10.0,0964894238,The Forever Kiss,Angela Knight,2004,Red Sage Pub Inc,http://images.amazon.com/images/P/0964894238.01.THUMBZZZ.jpg
125439,125518,1,10.0,0892967935,Murder at the B-School,Jeffrey Cruikshank,2004,Mysterious Press,http://images.amazon.com/images/P/0892967935.01.THUMBZZZ.jpg
125440,125519,1,10.0,0440241723,The Cosmic Clues,MANJIRI PRABHU,2004,Dell,http://images.amazon.com/images/P/0440241723.01.THUMBZZZ.jpg
125441,125520,1,10.0,0399152202,The Prince Of Beverly Hills,Stuart Woods,2004,Putnam Publishing Group,http://images.amazon.com/images/P/0399152202.01.THUMBZZZ.jpg
